celltype	pvalue	q	trait	discovery	z
vein endothelial cell	0.0024952585494344	0.0073031957544421	neutrophil_count	True	2.8076452341765443
early pro-B cell	0.0030757446423619	0.0087878418353199	neutrophil_count	True	2.7395952207781447
dendritic cell	0.0032428499891132	0.0088818855032309	neutrophil_count	True	2.7221586409505854
kidney interstitial fibroblast	0.0032566913511846	0.0088818855032309	neutrophil_count	True	2.720750877711307
basal cell of epidermis	0.0161265433519601	0.043004115605227	neutrophil_count	True	2.141259878300327
plasma cell	0.0227468484905128	0.0593396047578595	neutrophil_count	True	2.000060818643932
intestinal crypt stem cell	0.0389638572171977	0.0994821886396537	neutrophil_count	True	1.7628386040268829
endocardial cell	0.0398687308621908	0.0996718271554771	neutrophil_count	True	1.7522114139511937
lymphocyte	0.0612694151390701	0.150047547279355	neutrophil_count	False	1.5442043710331181
basal cell	0.0666306318688466	0.159913516485232	neutrophil_count	False	1.5013646812721333
epidermal cell	0.0695519036153747	0.163651537918529	neutrophil_count	False	1.4791366103639518
pericyte cell	0.178886299459462	0.412814537214142	neutrophil_count	False	0.9196176520767819
type I pneumocyte	0.18505220857053	0.41898613261252	neutrophil_count	False	0.8962777917688778
keratinocyte	0.211687414627462	0.470416476949917	neutrophil_count	False	0.8005800063532098
endothelial cell of lymphatic vessel	0.218927742534795	0.477660529166826	neutrophil_count	False	0.7758196414374464
type II pneumocyte	0.224354259872344	0.480759128297881	neutrophil_count	False	0.7575698758850871
thymocyte	0.328399093681932	0.691366513014595	neutrophil_count	False	0.4443380610575424
endothelial cell of coronary artery	0.337515963881163	0.698308890788612	neutrophil_count	False	0.41925206114791824
valve cell	0.373427274535689	0.759513100750553	neutrophil_count	False	0.3227896537265835
secretory cell	0.42390173017862	0.847803460357241	neutrophil_count	False	0.1919218007373315
regulatory T cell	0.437306756799738	0.860275587147026	neutrophil_count	False	0.15780112315241895
myeloid cell	0.460019359977424	0.890360051569209	neutrophil_count	False	0.10038494699519845
epithelial cell of large intestine	0.484769453586819	0.923370387784417	neutrophil_count	False	0.03818659696669368
respiratory basal cell	0.55328310787327	0.999999999999682	neutrophil_count	False	-0.13396053163578425
pulmonary interstitial fibroblast	0.56747464524636	0.999999999999682	neutrophil_count	False	-0.16994840956573076
brain pericyte	0.69438542048529	0.999999999999682	neutrophil_count	False	-0.50831969663604
kidney collecting duct epithelial cell	0.732655829394053	0.999999999999682	neutrophil_count	False	-0.6208651675128457
pancreatic stellate cell	0.766557970179124	0.999999999999682	neutrophil_count	False	-0.7275582270135595
epithelial cell of proximal tubule	0.767556961487497	0.999999999999682	neutrophil_count	False	-0.7308249578151282
mucus secreting cell	0.76758981059987	0.999999999999682	neutrophil_count	False	-0.7309325077358301
pancreatic ductal cell	0.773073896981312	0.999999999999682	neutrophil_count	False	-0.7490082946507616
bulge keratinocyte	0.776447567157171	0.999999999999682	neutrophil_count	False	-0.7602504972695364
Brush cell of epithelium proper of large intestine	0.78274936499025	0.999999999999682	neutrophil_count	False	-0.7815122579909783
enterocyte of epithelium of large intestine	0.805716482282616	0.999999999999682	neutrophil_count	False	-0.862218964890133
hepatocyte	0.835295838600115	0.999999999999682	neutrophil_count	False	-0.9753063475460655
large intestine goblet cell	0.842950948299535	0.999999999999682	neutrophil_count	False	-1.0066601811638998
bladder urothelial cell	0.895148736292325	0.999999999999682	neutrophil_count	False	-1.2543838289617915
kidney loop of Henle ascending limb epithelial cell	0.89711907057912	0.999999999999682	neutrophil_count	False	-1.2653054355237523
skeletal muscle satellite cell	0.898120873198476	0.999999999999682	neutrophil_count	False	-1.2709167871793752
mesenchymal stem cell	0.927434608557459	0.999999999999682	neutrophil_count	False	-1.4569478256409325
smooth muscle cell	0.936957823428787	0.999999999999682	neutrophil_count	False	-1.5297268561651869
endothelial cell	0.936966073176921	0.999999999999682	neutrophil_count	False	-1.5297934894548053
mesenchymal stem cell of adipose	0.940046893120578	0.999999999999682	neutrophil_count	False	-1.5551673681890235
bladder cell	0.945040230290754	0.999999999999682	neutrophil_count	False	-1.5985548917748789
smooth muscle cell of trachea	0.947237715350173	0.999999999999682	neutrophil_count	False	-1.6186408087202953
stromal cell	0.957894522867965	0.999999999999682	neutrophil_count	False	-1.726759002263266
chondrocyte	0.959693886079393	0.999999999999682	neutrophil_count	False	-1.7471447776608549
oligodendrocyte	0.960526696673237	0.999999999999682	neutrophil_count	False	-1.7568310750750067
adventitial cell	0.964252977249512	0.999999999999682	neutrophil_count	False	-1.802326538683007
kidney collecting duct principal cell	0.968351179653642	0.999999999999682	neutrophil_count	False	-1.8570949912804435
fibroblast of lung	0.969562059007136	0.999999999999682	neutrophil_count	False	-1.874395872434329
fibrocyte	0.973148577824131	0.999999999999682	neutrophil_count	False	-1.9292257373860664
pancreatic acinar cell	0.975721439095174	0.999999999999682	neutrophil_count	False	-1.9724599688411462
interneuron	0.984133109305388	0.999999999999682	neutrophil_count	False	-2.147747981997825
fibroblast	0.990129674818833	0.999999999999682	neutrophil_count	False	-2.3312410943629667
pancreatic B cell	0.991375745433339	0.999999999999682	neutrophil_count	False	-2.3813671910377985
basal epithelial cell of tracheobronchial tree	0.992757927400004	0.999999999999682	neutrophil_count	False	-2.4450266171363486
lung neuroendocrine cell	0.993283849307572	0.999999999999682	neutrophil_count	False	-2.472097134678201
mesangial cell	0.994331790213928	0.999999999999682	neutrophil_count	False	-2.532153982418054
club cell of bronchiole	0.995102869530341	0.999999999999682	neutrophil_count	False	-2.5830095585654007
pancreatic PP cell	0.996641337999606	0.999999999999682	neutrophil_count	False	-2.710542496621202
fibroblast of cardiac tissue	0.99733405537988	0.999999999999682	neutrophil_count	False	-2.786267253014631
epithelial cell of thymus	0.99777858148153	0.999999999999682	neutrophil_count	False	-2.8448784707675197
neuronal stem cell	0.997818570046479	0.999999999999682	neutrophil_count	False	-2.8506599619764503
ciliated columnar cell of tracheobronchial tree	0.998413087929214	0.999999999999682	neutrophil_count	False	-2.950380869789393
epithelial cell	0.999132320840347	0.999999999999682	neutrophil_count	False	-3.1321421508083156
aortic endothelial cell	0.999400185146461	0.999999999999682	neutrophil_count	False	-3.238968145495997
ventricular myocyte	0.99947539303557	0.999999999999682	neutrophil_count	False	-3.2769864811433824
ependymal cell	0.99964613861783	0.999999999999682	neutrophil_count	False	-3.3865697771207706
pancreatic A cell	0.999700638798095	0.999999999999682	neutrophil_count	False	-3.4321925067086183
atrial myocyte	0.999782661116391	0.999999999999682	neutrophil_count	False	-3.5180821556796276
enteroendocrine cell	0.999849488630074	0.999999999999682	neutrophil_count	False	-3.614418282612746
pancreatic D cell	0.999977702601326	0.999999999999682	neutrophil_count	False	-4.082286376192111
Bergmann glial cell	0.999982404365768	0.999999999999682	neutrophil_count	False	-4.136976141163591
professional antigen presenting cell	0.999995222071394	0.999999999999682	neutrophil_count	False	-4.4269868126125465
astrocyte	0.999999601471051	0.999999999999682	neutrophil_count	False	-4.936086443835742
neuroepithelial cell	0.999999897064252	0.999999999999682	neutrophil_count	False	-5.193956289758279
oligodendrocyte precursor cell	0.999999999988937	0.999999999999682	neutrophil_count	False	-6.691257590893007
neuron	0.999999999995051	0.999999999999682	neutrophil_count	False	-6.80797679620898
medium spiny neuron	0.999999999999682	0.999999999999682	neutrophil_count	False	-7.192547193571811
medium spiny neuron	2.58122470889159e-15	3.09746965066991e-13	UKB_460K.repro_MENARCHE_AGE	True	7.822889314298407
neuronal stem cell	2.4853630978151502e-14	1.08904849911058e-12	UKB_460K.repro_MENARCHE_AGE	True	7.532685430871931
neuron	2.7226212477764502e-14	1.08904849911058e-12	UKB_460K.repro_MENARCHE_AGE	True	7.5207751548435615
pancreatic D cell	8.120544639807829e-12	2.43616339194235e-10	UKB_460K.repro_MENARCHE_AGE	True	6.7363534915018795
oligodendrocyte precursor cell	2.3717834667331597e-11	5.69228032015959e-10	UKB_460K.repro_MENARCHE_AGE	True	6.578769740976155
interneuron	2.43953293168982e-10	4.87906586337964e-09	UKB_460K.repro_MENARCHE_AGE	True	6.222945601470944
pancreatic A cell	6.1953960556125e-09	1.06206789524786e-07	UKB_460K.repro_MENARCHE_AGE	True	5.694260306872344
pancreatic B cell	1.61477201690919e-07	2.42215802536379e-06	UKB_460K.repro_MENARCHE_AGE	True	5.109533981503705
pancreatic PP cell	2.00261682781375e-07	2.67015577041834e-06	UKB_460K.repro_MENARCHE_AGE	True	5.068708838468285
Bergmann glial cell	0.0186361676138898	0.223634011366678	UKB_460K.repro_MENARCHE_AGE	False	2.0827684442710983
type I pneumocyte	0.0392292703095385	0.427955676104056	UKB_460K.repro_MENARCHE_AGE	False	1.7597008559362295
smooth muscle cell of trachea	0.0507661564461655	0.497887025066156	UKB_460K.repro_MENARCHE_AGE	False	1.63746994959122
hematopoietic stem cell	0.0539377610488336	0.497887025066156	UKB_460K.repro_MENARCHE_AGE	False	1.6078158223002168
astrocyte	0.07941799679045	0.680725686775285	UKB_460K.repro_MENARCHE_AGE	False	1.4089972084422484
oligodendrocyte	0.0932819511528426	0.746255609222741	UKB_460K.repro_MENARCHE_AGE	False	1.3208124653277338
immature B cell	0.110700710027926	0.830255325209442	UKB_460K.repro_MENARCHE_AGE	False	1.2228101257849375
DN4 thymocyte	0.124476030942755	0.878654336066505	UKB_460K.repro_MENARCHE_AGE	False	1.1528984657743422
lung neuroendocrine cell	0.167766614803164	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.9630284829536914
pericyte cell	0.168785062361559	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.9589774115748326
pancreatic ductal cell	0.251685522714764	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.6691950782538776
smooth muscle cell of the pulmonary artery	0.274557481401486	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.5990868611717242
plasmacytoid dendritic cell	0.308999790878808	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.4986874577369183
late pro-B cell	0.311196487046666	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.4924617238503951
bronchial smooth muscle cell	0.324937213274762	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.45393664604603123
keratinocyte stem cell	0.325881681260376	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.45131385225791143
respiratory basal cell	0.327017665464965	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.44816332230607353
intestinal crypt stem cell	0.353453964216756	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.37601206245914254
enteroendocrine cell	0.355101089896439	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.37158456913509136
mature alpha-beta T cell	0.368514182296814	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.3357911496847498
brain pericyte	0.3943886787921	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.2678986178987775
pulmonary interstitial fibroblast	0.402130087384012	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.24783745386526088
precursor B cell	0.414844535096931	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.2151003639006775
non-classical monocyte	0.417530012504614	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.20821637291160144
intermediate monocyte	0.436951934537692	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.15870173766093626
vein endothelial cell	0.465898410778229	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.08558437282110654
lymphoid progenitor cell	0.482666378288241	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.04346262589040307
basal cell	0.483058263642988	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.04247940759884569
CD8-positive, alpha-beta T cell	0.49115411429828	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.0221751644749149
mucus secreting cell	0.497539066622937	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	0.006168684307186624
CD4-positive, alpha-beta T cell	0.506639035837412	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.016642363148799428
epidermal cell	0.549001833299204	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.1231398781065582
fenestrated cell	0.575204890528655	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.18964130352690375
luminal epithelial cell of mammary gland	0.576889545240598	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.19394249454817775
mature NK T cell	0.577525146271493	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.19556621330213372
type II pneumocyte	0.579963178911408	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.20179928290286656
smooth muscle cell	0.600695131060915	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.2551467753374938
pancreatic acinar cell	0.60979688174896	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.278789677725254
chondrocyte	0.613936686389996	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.2895943012484224
endothelial cell of lymphatic vessel	0.617769584783877	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.2996281226331196
ependymal cell	0.625485215535568	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.3199192181370145
early pro-B cell	0.627719716424231	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.32581997194932194
bulge keratinocyte	0.639283348811387	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.35654387252807107
basal cell of epidermis	0.641279580305267	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.36188115985638447
kidney collecting duct principal cell	0.66377232273938	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.4227805844890382
microglial cell	0.66791855642511	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.4341729049547382
lymphocyte	0.676097689704682	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.4568141690909239
secretory cell	0.677693187927021	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.4612578464308877
hepatocyte	0.712108260009768	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.5595543056659691
skeletal muscle satellite cell	0.726816593202946	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.6032132810764201
NK cell	0.727099001647741	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.6040626404226435
leukocyte	0.7304333057465	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.6141240021379952
ventricular myocyte	0.736782385137176	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.6334570349379186
regulatory T cell	0.741253269395529	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.6472139853091
megakaryocyte-erythroid progenitor cell	0.74466917786242	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.6578077959605626
naive B cell	0.750141406763826	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.6749348050106964
bladder urothelial cell	0.752518945071184	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.6824378805028458
B cell	0.761750309031956	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.7119441165608199
mesangial cell	0.768534089788858	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.7340277583766872
epithelial cell of large intestine	0.778422604697776	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.7668767630230487
basophil	0.804785737358236	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.8588404901643237
kidney collecting duct epithelial cell	0.816637766983301	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.9026259183152348
granulocyte monocyte progenitor cell	0.81885423723724	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.9110073034468027
epithelial cell of proximal tubule	0.827996962798866	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.9462794452863824
epithelial cell of thymus	0.8353924287571	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-0.9756959849751347
valve cell	0.861642243597579	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.0877272983553032
plasma cell	0.880005297348134	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.1750132738584265
T cell	0.887641894087329	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.2140825264093413
endothelial cell of hepatic sinusoid	0.895679587481022	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.2573116003755977
ciliated columnar cell of tracheobronchial tree	0.896024404809081	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.259219139183951
proerythroblast	0.9245719178902	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.4365138990641884
kidney loop of Henle ascending limb epithelial cell	0.924817260868869	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.4382417316079468
endocardial cell	0.926833464600691	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.452606390248659
classical monocyte	0.931817450815492	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.4894644864483129
atrial myocyte	0.932810918722027	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.4970580169915033
Brush cell of epithelium proper of large intestine	0.937538524417881	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.5344338671843976
myeloid leukocyte	0.938442928636148	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.5418331560231668
promonocyte	0.941832483719745	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.5703443028838688
bladder cell	0.945345650318293	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.601308084181151
granulocytopoietic cell	0.945526831582321	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.6029470860946446
kidney interstitial fibroblast	0.947063718910182	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.617026493621624
stromal cell	0.947437543610856	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.6205000072088436
endothelial cell of coronary artery	0.956153003735881	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.7076893865425224
neuroepithelial cell	0.962364549900266	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.7788101034371053
dendritic cell	0.963388704217935	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.791440768919863
pancreatic stellate cell	0.974999503896164	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.9599554962328125
large intestine goblet cell	0.975045786644108	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-1.9607479999720372
myeloid dendritic cell	0.978862435102996	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-2.03080154954826
thymocyte	0.980392143314804	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-2.061916216255571
lung macrophage	0.986318739622163	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-2.2063068691160654
neutrophil	0.98818473048989	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-2.2630835561558738
fibroblast	0.988975489728731	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-2.2895223551770076
club cell of bronchiole	0.989767052987054	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-2.317695164296833
granulocyte	0.989768441990263	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-2.317746246672616
Kupffer cell	0.990015658021943	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-2.326935771724586
enterocyte of epithelium of large intestine	0.995031658521643	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-2.5780249272640807
monocyte	0.99572153301962	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-2.6292662371571898
keratinocyte	0.995828622383442	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-2.6378740863981873
mesenchymal stem cell of adipose	0.99706936059533	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-2.7554425988311193
professional antigen presenting cell	0.997446470394568	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-2.8002022851579538
macrophage	0.998683116248872	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-3.0075338969540915
endothelial cell	0.998815873544021	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-3.039685523755959
fibroblast of lung	0.999011044672553	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-3.0935292334716937
aortic endothelial cell	0.99986038767628	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-3.6338486939483663
basal epithelial cell of tracheobronchial tree	0.999883403932377	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-3.6800457255066594
fibrocyte	0.999929157990056	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-3.8052098435188726
fibroblast of cardiac tissue	0.999940137829659	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-3.8466899047433234
mesenchymal stem cell	0.999948262415977	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-3.8822951676955184
adventitial cell	0.99999417109072	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-4.383890876774464
epithelial cell	0.99999995340654	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-5.339531807918583
myeloid cell	0.999999999146406	0.999999999146406	UKB_460K.repro_MENARCHE_AGE	False	-6.023468076631073
CD4-positive, alpha-beta T cell	2.6226717516743597e-30	2.7510169771626e-28	UKB_460K.blood_LYMPHOCYTE_COUNT	True	11.380242895791792
immature B cell	4.5850282952710096e-30	2.7510169771626e-28	UKB_460K.blood_LYMPHOCYTE_COUNT	True	11.33142499108676
mature alpha-beta T cell	1.87953195543307e-29	7.51812782173226e-28	UKB_460K.blood_LYMPHOCYTE_COUNT	True	11.20719777846001
DN4 thymocyte	1.33102876161312e-24	3.99308628483937e-23	UKB_460K.blood_LYMPHOCYTE_COUNT	True	10.171345464293406
non-classical monocyte	2.69570283326244e-24	6.469686799829841e-23	UKB_460K.blood_LYMPHOCYTE_COUNT	True	10.10238624405241
naive B cell	3.1984662791210996e-23	5.7593775975728495e-22	UKB_460K.blood_LYMPHOCYTE_COUNT	True	9.856939824565186
CD8-positive, alpha-beta T cell	3.3596369319175e-23	5.7593775975728495e-22	UKB_460K.blood_LYMPHOCYTE_COUNT	True	9.852000934114024
B cell	1.1185356398351098e-22	1.67780345975266e-21	UKB_460K.blood_LYMPHOCYTE_COUNT	True	9.730401993324136
promonocyte	2.65797695569459e-21	3.5439692742594503e-20	UKB_460K.blood_LYMPHOCYTE_COUNT	True	9.402741555914348
classical monocyte	8.41147730436499e-20	1.0093772765238e-18	UKB_460K.blood_LYMPHOCYTE_COUNT	True	9.032216270667988
intermediate monocyte	9.6889590930809e-20	1.05697735560883e-18	UKB_460K.blood_LYMPHOCYTE_COUNT	True	9.016734582844467
leukocyte	2.23032985549345e-19	2.23032985549345e-18	UKB_460K.blood_LYMPHOCYTE_COUNT	True	8.924908952931093
NK cell	2.8003014699637398e-18	2.58489366458191e-17	UKB_460K.blood_LYMPHOCYTE_COUNT	True	8.640421462053492
hematopoietic stem cell	1.10884986211656e-16	9.50442738957049e-16	UKB_460K.blood_LYMPHOCYTE_COUNT	True	8.20968475792005
macrophage	1.3671950866896002e-16	1.0937560693516802e-15	UKB_460K.blood_LYMPHOCYTE_COUNT	True	8.184498909499252
myeloid leukocyte	1.9112492923520103e-15	1.43343696926401e-14	UKB_460K.blood_LYMPHOCYTE_COUNT	True	7.860615699989359
proerythroblast	2.72213552351537e-14	1.92150742836379e-13	UKB_460K.blood_LYMPHOCYTE_COUNT	True	7.520798479371383
basophil	2.74921629683195e-13	1.83281086455463e-12	UKB_460K.blood_LYMPHOCYTE_COUNT	True	7.2123749315205625
mature NK T cell	3.7351284004002797e-13	2.35902846341071e-12	UKB_460K.blood_LYMPHOCYTE_COUNT	True	7.170539902574872
T cell	2.40018662829482e-12	1.4401119769768898e-11	UKB_460K.blood_LYMPHOCYTE_COUNT	True	6.911357578977703
precursor B cell	1.0924404359174699e-11	6.24251677667123e-11	UKB_460K.blood_LYMPHOCYTE_COUNT	True	6.693102430870121
late pro-B cell	4.5353837008461394e-11	2.47384565500698e-10	UKB_460K.blood_LYMPHOCYTE_COUNT	True	6.481678656331195
myeloid dendritic cell	8.330073247547349e-11	4.3461251726334e-10	UKB_460K.blood_LYMPHOCYTE_COUNT	True	6.38934164345642
regulatory T cell	3.90530072544243e-10	1.95265036272122e-09	UKB_460K.blood_LYMPHOCYTE_COUNT	True	6.1487295750136575
dendritic cell	9.9359043304027e-10	4.7692340785933e-09	UKB_460K.blood_LYMPHOCYTE_COUNT	True	5.998851411808179
lymphocyte	4.59233573374918e-09	2.1195395694227e-08	UKB_460K.blood_LYMPHOCYTE_COUNT	True	5.745136774158659
granulocyte monocyte progenitor cell	1.05642556910141e-07	4.69522475156182e-07	UKB_460K.blood_LYMPHOCYTE_COUNT	True	5.189124490359251
monocyte	1.73792816976221e-07	7.44826358469518e-07	UKB_460K.blood_LYMPHOCYTE_COUNT	True	5.095628784447243
neutrophil	1.34034150542325e-06	5.54624071209621e-06	UKB_460K.blood_LYMPHOCYTE_COUNT	True	4.693882303796922
megakaryocyte-erythroid progenitor cell	1.93715365835386e-06	7.74861463341544e-06	UKB_460K.blood_LYMPHOCYTE_COUNT	True	4.618013672563535
lung macrophage	3.88177807387736e-06	1.50262377053317e-05	UKB_460K.blood_LYMPHOCYTE_COUNT	True	4.471602697550596
fenestrated cell	1.61047407446435e-05	6.03927777924131e-05	UKB_460K.blood_LYMPHOCYTE_COUNT	True	4.157254707736589
microglial cell	7.8655961828419e-05	0.000286021679376	UKB_460K.blood_LYMPHOCYTE_COUNT	True	3.7792333944050434
granulocyte	0.0001122685280687	0.0003962418637721	UKB_460K.blood_LYMPHOCYTE_COUNT	True	3.68967915577736
granulocytopoietic cell	0.0001280551945789	0.0004390463814136	UKB_460K.blood_LYMPHOCYTE_COUNT	True	3.6560710589916354
early pro-B cell	0.0004233518959524	0.0014111729865082	UKB_460K.blood_LYMPHOCYTE_COUNT	True	3.3370576642263745
plasma cell	0.0007170885890542	0.0023256927212571	UKB_460K.blood_LYMPHOCYTE_COUNT	True	3.1876829093748738
valve cell	0.0013812147640063	0.0043617308337042	UKB_460K.blood_LYMPHOCYTE_COUNT	True	2.993007508650521
bronchial smooth muscle cell	0.0027798841213724	0.0085534896042229	UKB_460K.blood_LYMPHOCYTE_COUNT	True	2.772674613532168
plasmacytoid dendritic cell	0.0039117778545114	0.0117353335635343	UKB_460K.blood_LYMPHOCYTE_COUNT	True	2.6595911513204595
endothelial cell of coronary artery	0.0077400403788258	0.0221793625942172	UKB_460K.blood_LYMPHOCYTE_COUNT	True	2.42094825201558
smooth muscle cell of the pulmonary artery	0.007762776907976	0.0221793625942172	UKB_460K.blood_LYMPHOCYTE_COUNT	True	2.419881775447229
pericyte cell	0.0226919426404221	0.0633263515546663	UKB_460K.blood_LYMPHOCYTE_COUNT	True	2.0010789235163973
endothelial cell of hepatic sinusoid	0.0235457656240184	0.064215724429141	UKB_460K.blood_LYMPHOCYTE_COUNT	True	1.9854760582711353
endothelial cell of lymphatic vessel	0.027289719866112	0.0727725863096321	UKB_460K.blood_LYMPHOCYTE_COUNT	True	1.9222091994830321
lymphoid progenitor cell	0.0366486336843261	0.0956051313504159	UKB_460K.blood_LYMPHOCYTE_COUNT	True	1.7909752463718909
vein endothelial cell	0.109543609502053	0.279685811494604	UKB_460K.blood_LYMPHOCYTE_COUNT	False	1.228958892239761
type I pneumocyte	0.179599153353418	0.448997883383546	UKB_460K.blood_LYMPHOCYTE_COUNT	False	0.9168937741804472
Kupffer cell	0.18722745957269	0.458516227524956	UKB_460K.blood_LYMPHOCYTE_COUNT	False	0.8881595772357198
