Gene	Entrez	Cell group	FDR	Associated	Influence score	Influence score rank	In SFARI
MDGA1	266727	3	0.0294166066070175	True	0.03590211352924238	54.0	False
GPR176	11245	3	0.0294166066070175	True	0.035829228963002474	55.0	False
GABBR2	9568	3	0.0294166066070175	True	0.03496751303661504	56.0	True
VASH1	22846	3	0.0294166066070175	True	0.03482100924710113	57.0	True
CXXC4	80319	3	0.0294166066070175	True	0.034811677712699066	58.0	False
SRRM4	84530	3	0.0294166066070175	True	0.03475155126758353	59.0	False
GRIK4	2900	3	0.0294166066070175	True	0.034730943886476316	60.0	True
VPS37D	155382	3	0.0294166066070175	True	0.03450088238124794	61.0	False
BPIFB2	80341	3	0.0294166066070175	True	0.033753827970592884	62.0	False
MTCL3	387104	3	0.0294166066070175	True	0.033547741706746466	63.0	False
SYT6	148281	3	0.0294166066070175	True	0.033266123864428454	64.0	False
B3GAT1	27087	3	0.0294166066070175	True	0.03315972661479723	65.0	False
PANX2	56666	3	0.0294166066070175	True	0.03285457580670062	66.0	False
EMB	133418	3	0.0294166066070175	True	0.03275195383727564	67.0	False
SCN2A	6326	3	0.0294166066070175	True	0.032575743657375845	68.0	True
CHRNA3	1136	3	0.0294166066070175	True	0.032561767976363	69.0	False
KCNB1	3745	3	0.0294166066070175	True	0.03234663750534286	70.0	True
CNR1	1268	3	0.0294166066070175	True	0.03195683197609067	71.0	True
ASTN1	460	3	0.0294166066070175	True	0.03181175098547307	72.0	False
ELAVL2	1993	3	0.0294166066070175	True	0.031606132226989034	73.0	True
CPLX1	10815	3	0.0294166066070175	True	0.031199630950865337	74.0	False
RNF112	7732	3	0.0294166066070175	True	0.031113760259682086	75.0	False
TRANK1	9881	3	0.0294166066070175	True	0.03094298571410776	76.0	False
PPFIA2	8499	3	0.0294166066070175	True	0.030245928942077456	77.0	False
RAD51AP2	729475	3	0.0294166066070175	True	0.029970911685979755	78.0	False
TMEM178B	100507421	3	0.0294166066070175	True	0.02975389337368756	79.0	False
FBXO41	150726	3	0.0294166066070175	True	0.02927659026107742	80.0	False
NTRK3	4916	3	0.0294166066070175	True	0.029228338200823604	81.0	True
TUB	7275	3	0.0294166066070175	True	0.029050670000282178	82.0	False
CACNG7	59284	3	0.0294166066070175	True	0.029024419266295502	83.0	False
HS3ST2	9956	3	0.0294166066070175	True	0.02872117558479616	84.0	False
RIMS1	22999	3	0.0294166066070175	True	0.028714328592026196	85.0	True
ROBO3	64221	3	0.0294166066070175	True	0.02863758951803625	86.0	False
ZKSCAN2	342357	3	0.0294166066070175	True	0.028609269767975336	87.0	False
FAM171B	165215	3	0.0294166066070175	True	0.028519127964161253	88.0	False
GRM7	2917	3	0.0294166066070175	True	0.02842266992746973	89.0	True
DISP3	57540	3	0.0294166066070175	True	0.028389376645682286	90.0	False
CASKIN1	57524	3	0.0294166066070175	True	0.02804014232267509	91.0	True
CADPS	8618	3	0.0294166066070175	True	0.027972566241336212	92.0	True
MDGA2	161357	3	0.0294166066070175	True	0.027908162179604228	93.0	True
DZANK1	55184	3	0.0294166066070175	True	0.02787671742975872	94.0	False
SYNGR3	9143	3	0.0294166066070175	True	0.027577804365036172	95.0	False
UNC5C	8633	3	0.0294166066070175	True	0.02755572888331833	96.0	False
NT5DC2	64943	3	0.0294166066070175	True	0.02720056058829942	97.0	False
P4HTM	54681	3	0.0294166066070175	True	0.0271918786677562	98.0	False
RET	5979	3	0.0294166066070175	True	0.026764523613738673	99.0	False
MAPK11	5600	3	0.0294166066070175	True	0.026628941310908653	100.0	False
GNG4	2786	3	0.0294166066070175	True	0.02661020662951655	101.0	False
DISP2	85455	3	0.0294166066070175	True	0.02632352623012613	102.0	False
DGKI	9162	3	0.0294166066070175	True	0.026297592913654858	103.0	True
LRRTM4	80059	3	0.0294166066070175	True	0.026237428616021997	104.0	False
KCNA10	3744	3	0.0294166066070175	True	0.026181439234145842	105.0	False
ZNF365	22891	3	0.0294166066070175	True	0.026066552123518053	106.0	False
CADM2	253559	3	0.0294166066070175	True	0.02604889767662395	107.0	True
PRIMA1	145270	3	0.0294166066070175	True	0.02600645791371574	108.0	False
KIAA1614	57710	3	0.0294166066070175	True	0.026001789694063936	109.0	False
SH3GL3	6457	3	0.0294166066070175	True	0.025569143687949908	110.0	False
VWC2L	402117	3	0.0294166066070175	True	0.025558293363085884	111.0	False
DDX25	29118	3	0.0294166066070175	True	0.02495150243785009	112.0	False
NRXN1	9378	3	0.0294166066070175	True	0.024852520243806193	113.0	True
PCDH15	65217	3	0.0294166066070175	True	0.02478255303267853	114.0	True
LHFPL5	222662	3	0.0294166066070175	True	0.0244679036978843	115.0	False
PCSK2	5126	3	0.0294166066070175	True	0.024400528586750916	116.0	False
SUSD5	26032	3	0.0294166066070175	True	0.02438512431841	117.0	False
VSNL1	7447	3	0.0294166066070175	True	0.024096350446243434	118.0	False
DLG4	1742	3	0.0294166066070175	True	0.02376442904335895	119.0	True
CHRNA5	1138	3	0.0294166066070175	True	0.023757067174618306	120.0	False
NPTXR	23467	3	0.0294166066070175	True	0.023331191576109068	121.0	False
ANKRD34A	284615	3	0.0294166066070175	True	0.02326738740106063	122.0	False
KCTD16	57528	3	0.0294166066070175	True	0.023146768846847965	123.0	False
ENOX1	55068	3	0.0294166066070175	True	0.023011467581022065	124.0	False
MRGPRE	116534	3	0.0294166066070175	True	0.022820651798443586	125.0	False
NDN	4692	3	0.0294166066070175	True	0.022423964535364303	126.0	False
JPH4	84502	3	0.0294166066070175	True	0.022281943625193968	127.0	False
TOGARAM2	165186	3	0.0294166066070175	True	0.022274192190108805	128.0	False
SV2A	9900	3	0.0294166066070175	True	0.02208244874668681	129.0	False
CYP46A1	10858	3	0.0294166066070175	True	0.021895328302559074	130.0	False
SCRN1	9805	3	0.0294166066070175	True	0.021453903735762316	131.0	False
LRRC55	219527	3	0.0294166066070175	True	0.021354419838331713	132.0	False
SCG3	29106	3	0.0294166066070175	True	0.021322747376293825	133.0	False
CDH10	1008	3	0.0294166066070175	True	0.021075949241414843	134.0	True
SLITRK3	22865	3	0.0294166066070175	True	0.02104704824910175	135.0	False
ROBO1	6091	3	0.0294166066070175	True	0.020953256735440257	136.0	False
FSD1	79187	3	0.0294166066070175	True	0.02044463179653468	137.0	False
SHANK1	50944	3	0.0294166066070175	True	0.020250833948733518	138.0	True
DUSP26	78986	3	0.0294166066070175	True	0.020229698127284545	139.0	False
AHI1	54806	3	0.0294166066070175	True	0.020092658245168822	140.0	True
CRABP1	1381	3	0.0294166066070175	True	0.020052438774500903	141.0	False
CACNG4	27092	3	0.0294166066070175	True	0.019920825176567312	142.0	False
DMXL2	23312	3	0.0294166066070175	True	0.019859169806966635	143.0	True
MAP1A	4130	3	0.0294166066070175	True	0.01978133950957168	144.0	True
GABRB3	2562	3	0.0294166066070175	True	0.019495360008740987	145.0	True
CNTNAP5	129684	3	0.0294166066070175	True	0.019421772274239406	146.0	True
SLC24A2	25769	3	0.0294166066070175	True	0.019262569916272614	147.0	True
MYBPH	4608	3	0.0294166066070175	True	0.01908589829762824	148.0	False
TPGS2	25941	3	0.0294166066070175	True	0.018848101927967882	149.0	False
TRPC7	57113	3	0.0294166066070175	True	0.018718206897756464	150.0	False
KCNC4	3749	3	0.0294166066070175	True	0.018647056365487975	151.0	False
FAM131A	131408	3	0.0294166066070175	True	0.018237415618403186	152.0	False
RBFOX1	54715	3	0.0294166066070175	True	0.018172295784960355	153.0	True
BEND4	389206	3	0.0294166066070175	True	0.01797437427302071	154.0	False
CCDC85A	114800	3	0.0294166066070175	True	0.01797216454868209	155.0	False
GDAP1	54332	3	0.0294166066070175	True	0.017885807838616086	156.0	False
TCERG1L	256536	3	0.0294166066070175	True	0.017813804699617533	157.0	False
CTNND2	1501	3	0.0294166066070175	True	0.017740131810624997	158.0	True
HTR3A	3359	3	0.0294166066070175	True	0.017687632252791616	159.0	True
FAM171A2	284069	3	0.0294166066070175	True	0.017575918840571768	160.0	False
ADGRL3	23284	3	0.0294166066070175	True	0.01724983092251098	161.0	False
ICA1L	130026	3	0.0294166066070175	True	0.017246112930868557	162.0	False
KIAA0408	9729	3	0.0294166066070175	True	0.017111910133987277	163.0	False
DUSP19	142679	3	0.0294166066070175	True	0.01707896635868856	164.0	False
KIF26A	26153	3	0.0294166066070175	True	0.017067786076120525	165.0	False
IL1R2	7850	3	0.0294166066070175	True	0.017019861791358906	166.0	True
ANKRD13D	338692	3	0.0294166066070175	True	0.016946115938902963	167.0	False
MAPK10	5602	3	0.0294166066070175	True	0.01690303838126472	168.0	False
NAT8L	339983	3	0.0294166066070175	True	0.016719562769168618	169.0	False
KCNH7	90134	3	0.0294166066070175	True	0.01660069061566865	170.0	False
JAG2	3714	3	0.0294166066070175	True	0.016533410378765295	171.0	False
NCAM2	4685	3	0.0294166066070175	True	0.01650222826470515	172.0	False
CELF4	56853	3	0.0294166066070175	True	0.01648468456047549	173.0	True
CHST9	83539	3	0.0294166066070175	True	0.016415763590347337	174.0	False
HCRTR1	3061	3	0.0294166066070175	True	0.01627980504549064	175.0	False
