cell_type	beta	se	z	p	q	sig_pct	trait	discovery
smooth muscle cell of the pulmonary artery	3.6785843240751706	3.7369940626631393	0.984369860479162	0.201793893496069	0.5535361311754694	0.0	PASS_SWB	False
lymphocyte	1.6332780122756958	2.023397084425592	0.8071959897774369	0.2096569184638838	0.5535361311754694	0.0	PASS_SWB	False
neuroepithelial cell	3.5104499837176304	2.765879112863096	1.2691986310579542	0.2277524239040115	0.5693810597600287	0.0	PASS_SWB	False
fenestrated cell	3.9396960900747735	4.186695682915692	0.9410036908464998	0.2492902899844869	0.6105068326150701	0.0	PASS_SWB	False
large intestine goblet cell	2.671651685511288	2.783349347718459	0.9598693342972808	0.2896853841476954	0.6816126685828128	0.0	PASS_SWB	False
type I pneumocyte	1.4486087061499708	1.6183412189813302	0.8951194526589404	0.2863457879539095	0.6816126685828128	0.0	PASS_SWB	False
mucus secreting cell	0.7803233369593241	1.13035371781007	0.6903355336160707	0.3267563310317977	0.7540530716118408	0.0	PASS_SWB	False
endothelial cell of coronary artery	3.629995655720605	4.3984555337075255	0.8252887014321653	0.3442051628851066	0.779332444268166	0.0	PASS_SWB	False
epithelial cell of thymus	2.693751531574025	1.799137738112413	1.497245860897903	0.3737790421177264	0.8306200935949475	0.0	PASS_SWB	False
kidney collecting duct epithelial cell	0.565448256513317	1.841535815631507	0.3070525437048919	0.4470490809365604	0.9753798129524954	0.0	PASS_SWB	False
type II pneumocyte	0.1193687600020228	1.5010795378154649	0.079521942038955	0.621635467024364	0.9996299081192755	0.0	PASS_SWB	False
myeloid cell	0.5805214243685899	1.803487587514792	0.3218882283346064	0.7271725007858901	0.9996299081192755	0.0	PASS_SWB	False
valve cell	-1.8280664759591092	2.411009200773092	-0.7582163002003222	0.8744932931743274	0.9996299081192755	0.0	PASS_SWB	False
myeloid dendritic cell	-0.2507461106492548	2.905716693046735	-0.0862940668817714	0.7306989006578506	0.9996299081192755	0.0	PASS_SWB	False
myeloid leukocyte	-0.3700135956272121	1.4316832913076494	-0.2584465418250811	0.8794183582416923	0.9996299081192755	0.0	PASS_SWB	False
monocyte	1.0346545464803651	2.3090336188604854	0.448089858038087	0.6028523615117067	0.9996299081192755	0.0	PASS_SWB	False
precursor B cell	-0.4279564111604326	3.159926847899253	-0.1354323792162915	0.7029879669808586	0.9996299081192755	0.0	PASS_SWB	False
neutrophil	-2.1440449089969498	4.648149005710025	-0.4612685407380646	0.8548042849340398	0.9996299081192755	0.0	PASS_SWB	False
plasma cell	-2.407174730604184	3.015199396842832	-0.7983467803571129	0.8230738322559452	0.9996299081192755	0.0	PASS_SWB	False
non-classical monocyte	-1.9273766079489951	5.67524801662334	-0.3396109918550742	0.7400050037864183	0.9996299081192755	0.0	PASS_SWB	False
smooth muscle cell	0.5434265718117754	2.123422731846421	0.2559201065626905	0.5493780912595498	0.9996299081192755	0.0	PASS_SWB	False
secretory cell	-1.868812264404607	2.48186738195956	-0.752986351321111	0.8846316649971528	0.9996299081192755	0.0	PASS_SWB	False
respiratory basal cell	-0.3607178698421899	1.673383752582837	-0.215561953010138	0.7236834630928004	0.9996299081192755	0.0	PASS_SWB	False
regulatory T cell	-0.3288511821727088	4.697732008938689	-0.0700021162439623	0.6960451084313319	0.9996299081192755	0.0	PASS_SWB	False
promonocyte	-1.3737334918167037	4.458948344957262	-0.308084639143733	0.8802275506568285	0.9996299081192755	0.0	PASS_SWB	False
proerythroblast	-0.0735854751476165	1.2104773681070256	-0.0607904592736758	0.913075370917495	0.9996299081192755	0.0	PASS_SWB	False
pancreatic acinar cell	0.4239555983265136	1.523894473131007	0.2782053520119741	0.5700667281773432	0.9996299081192755	0.0	PASS_SWB	False
pancreatic ductal cell	-0.2427274133181785	1.887132786087131	-0.128622328596951	0.6405033289993195	0.9996299081192755	0.0	PASS_SWB	False
naive B cell	-1.86732004418673	2.18857424409891	-0.8532130217750742	0.9789766898742756	0.9996299081192755	0.0	PASS_SWB	False
plasmacytoid dendritic cell	-1.1503805192974386	3.400906190303655	-0.3382570570682883	0.6710991046756378	0.9996299081192755	0.0	PASS_SWB	False
B cell	-2.266358277723868	1.7993523560519664	-1.2595411177255904	0.994731252923305	0.9996299081192755	0.0	PASS_SWB	False
mature alpha-beta T cell	-5.313115160295894	3.3662687897372097	-1.5783395480759177	0.998690307267624	0.9996299081192755	0.0	PASS_SWB	False
epithelial cell	0.6109386525659477	0.995185103507808	0.6138944909972264	0.913767480236013	0.9996299081192755	0.0	PASS_SWB	False
epidermal cell	-1.489846314192914	2.40432231810401	-0.6196533230901298	0.8397110639369874	0.9996299081192755	0.0	PASS_SWB	False
endocardial cell	-2.8127133964224167	4.234959018765914	-0.6641654344135905	0.8364978791247393	0.9996299081192755	0.0	PASS_SWB	False
early pro-B cell	-3.430429741895189	2.430109842929204	-1.4116356723036931	0.9682027998811026	0.9996299081192755	0.0	PASS_SWB	False
dendritic cell	0.0445646812778601	2.316634722735198	0.0192368183212084	0.5951333055196824	0.9996299081192755	0.0	PASS_SWB	False
club cell of bronchiole	0.7926578037230324	1.936729546699904	0.4092764552870502	0.5149068746572156	0.9996299081192755	0.0	PASS_SWB	False
classical monocyte	-6.721923440640763	5.091364455879006	-1.3202597258341913	0.9540869929522244	0.9996299081192755	0.0	PASS_SWB	False
ciliated columnar cell of tracheobronchial tree	-0.0996462553739547	0.447025284473463	-0.2229096626856911	0.5998584961365863	0.9996299081192755	0.0	PASS_SWB	False
epithelial cell of large intestine	0.2926374730110591	2.095848548572582	0.1396272040794004	0.7896428968640246	0.9996299081192755	0.0	PASS_SWB	False
bulge keratinocyte	0.4707587320397902	3.691468619891554	0.1275261367530248	0.6445924922043323	0.9996299081192755	0.0	PASS_SWB	False
basophil	0.3832786358409919	1.1011129177324388	0.3480829528639908	0.4863656398727158	0.9996299081192755	0.0	PASS_SWB	False
basal cell of epidermis	-0.3073158299155363	2.2491181851961715	-0.1366383642879717	0.8609915572884596	0.9996299081192755	0.0	PASS_SWB	False
T cell	-0.0001104965809358	1.7273686494526097	-6.39681523517464e-05	0.8965315569959758	0.9996299081192755	0.0	PASS_SWB	False
NK cell	-2.340307731275868	2.7469081161091258	-0.8519788913037288	0.9676233329813284	0.9996299081192755	0.0	PASS_SWB	False
Kupffer cell	-1.603403687876578	2.642126471526396	-0.6068610663252119	0.8271767854394352	0.9996299081192755	0.0	PASS_SWB	False
DN4 thymocyte	-3.190234659247165	2.8975712616172884	-1.101003002585871	0.9877803212526228	0.9996299081192755	0.0	PASS_SWB	False
CD8-positive, alpha-beta T cell	-3.825325369376832	3.5041664328276605	-1.0916505944296755	0.9842482950429134	0.9996299081192755	0.0	PASS_SWB	False
CD4-positive, alpha-beta T cell	-1.3172899567856011	2.8841187521037885	-0.4567391532767916	0.9410025107642483	0.9996299081192755	0.0	PASS_SWB	False
bladder urothelial cell	0.1147921089685293	1.2989427530111937	0.0883734935218812	0.5764615224179782	0.9996299081192755	0.0	PASS_SWB	False
epithelial cell of proximal tubule	-0.4754833399465913	1.342973831794766	-0.354052572499607	0.8360895181320377	0.9996299081192755	0.0	PASS_SWB	False
fibrocyte	0.3423092375713336	0.4843715994253129	0.7067079035547699	0.6591718351544196	0.9996299081192755	0.0	PASS_SWB	False
granulocyte	0.1300065277079293	4.353593982461734	0.0298618861179189	0.640802945929988	0.9996299081192755	0.0	PASS_SWB	False
mature NK T cell	-1.1061030155014555	2.38024545986795	-0.4647012394943585	0.885229577090978	0.9996299081192755	0.0	PASS_SWB	False
macrophage	0.0045542213886869	1.801356976644834	0.0025282170317898	0.974453639108162	0.9996299081192755	0.0	PASS_SWB	False
lymphoid progenitor cell	-6.5265655517578125	2.81920232082943	-2.315039791056092	0.9909290271167306	0.9996299081192755	0.0	PASS_SWB	False
lung macrophage	0.21259634543017	3.878432105023307	0.0548150231003959	0.6502753515175733	0.9996299081192755	0.0	PASS_SWB	False
luminal epithelial cell of mammary gland	-0.6215337730463011	1.8364197126044488	-0.3384486502624332	0.7956624398797119	0.9996299081192755	0.0	PASS_SWB	False
leukocyte	1.3499705217043716	1.5310869150757471	0.8817073076727225	0.6959997382871165	0.9996299081192755	0.0	PASS_SWB	False
late pro-B cell	-6.992538270154928	4.835524037465179	-1.4460766229218194	0.9739527441270937	0.9996299081192755	0.0	PASS_SWB	False
kidney loop of Henle ascending limb epithelial cell	0.3164860146947754	1.581988121793436	0.2000558729454858	0.5560660449775755	0.9996299081192755	0.0	PASS_SWB	False
vein endothelial cell	0.4573016333270707	5.088865315513687	0.0898631826495705	0.5731327142574879	0.9996299081192755	0.0	PASS_SWB	False
kidney collecting duct principal cell	0.3897351355819785	1.408946352616077	0.2766146027194956	0.6363562834396441	0.9996299081192755	0.0	PASS_SWB	False
keratinocyte stem cell	-6.404539402482548	2.5354693014936625	-2.525977892419991	0.9989368795394544	0.9996299081192755	0.0	PASS_SWB	False
keratinocyte	-1.2991454711437511	1.3988925533257104	-0.9286956800614732	0.9586965952349672	0.9996299081192755	0.0	PASS_SWB	False
intestinal crypt stem cell	-5.8316145723328505	2.3977605537550475	-2.432108812199853	0.9996299081192755	0.9996299081192755	0.0	PASS_SWB	False
intermediate monocyte	-6.368184966371251	5.026441839475281	-1.2669369645060964	0.92746138666075	0.9996299081192755	0.0	PASS_SWB	False
immature B cell	-5.549236173308085	5.519642783086285	-1.0053614683748162	0.9528386620173012	0.9996299081192755	0.0	PASS_SWB	False
hepatocyte	-1.1927109713206776	0.9999970605136204	-1.1927144772886384	0.9569184470980494	0.9996299081192755	0.0	PASS_SWB	False
hematopoietic stem cell	-2.082004687129137	1.8333827282803408	-1.1356083238997217	0.9818183866177508	0.9996299081192755	0.0	PASS_SWB	False
granulocytopoietic cell	-2.912638072066919	4.05673528192558	-0.717975877066447	0.873890328692412	0.9996299081192755	0.0	PASS_SWB	False
granulocyte monocyte progenitor cell	-5.228160239059343	2.691014754032729	-1.942821097961084	0.9972014026790452	0.9996299081192755	0.0	PASS_SWB	False
megakaryocyte-erythroid progenitor cell	-0.4593293730008718	1.749838553024331	-0.2624981443042219	0.893342455713901	0.9996299081192755	0.0	PASS_SWB	False
kidney interstitial fibroblast	-6.320715866162084	3.928310721257016	-1.6090162705203537	0.9736516231944732	0.9996299081192755	0.0	PASS_SWB	False
fibroblast	64.06240996864318	6.052015218853473	10.585302193073389	1.2225683922304458e-38	1.467082070676535e-36	0.9646616541353384	UKB_460K.lung_FEV1FVCzSMOKE	True
mesenchymal stem cell of adipose	55.80524832463008	6.091830957867766	9.160669215969635	8.29613515567745e-29	4.9776810934064704e-27	0.9723219945066554	UKB_460K.lung_FEV1FVCzSMOKE	True
stromal cell	51.03599951043007	5.899184940054086	8.6513645578235	2.0760391715594792e-23	8.304156686237915e-22	1.0	UKB_460K.lung_FEV1FVCzSMOKE	True
adventitial cell	57.95326340606064	6.954461671110299	8.333249379575378	2.5128986187379665e-22	7.538695856213901e-21	0.9757785467128028	UKB_460K.lung_FEV1FVCzSMOKE	True
mesenchymal stem cell	65.1460785826843	8.69280857042545	7.49424976460696	3.1707500076474233e-20	7.609800018353816e-19	0.8712386284114766	UKB_460K.lung_FEV1FVCzSMOKE	True
bladder cell	39.63787109427268	5.043323505278531	7.859474224246413	1.0141161030494916e-18	2.028232206098983e-17	1.0	UKB_460K.lung_FEV1FVCzSMOKE	True
fibroblast of cardiac tissue	58.71631076386648	8.335296127331715	7.044298110937382	3.1138696818218082e-18	5.3380623116945283e-17	0.9656138563423332	UKB_460K.lung_FEV1FVCzSMOKE	True
pancreatic stellate cell	52.53921794373665	6.992292511736995	7.513875864824924	4.019795310349152e-18	6.029692965523729e-17	0.9791666666666666	UKB_460K.lung_FEV1FVCzSMOKE	True
chondrocyte	20.83711503968054	3.1032081426869635	6.714701071143228	1.798816999793207e-13	2.1750265986659705e-12	0.9963636363636365	UKB_460K.lung_FEV1FVCzSMOKE	True
pulmonary interstitial fibroblast	38.34586626071179	6.353208984173146	6.03566895977095	1.812522165554975e-13	2.1750265986659705e-12	0.9	UKB_460K.lung_FEV1FVCzSMOKE	True
fibroblast of lung	54.65177081802862	8.353256097059898	6.542570966699375	2.2028740506852447e-13	2.403135328020267e-12	0.9917184265010353	UKB_460K.lung_FEV1FVCzSMOKE	True
mesangial cell	18.10212189590652	2.962856116590914	6.109686459136924	3.302387750613342e-11	3.3023877506133416e-10	0.4193548387096774	UKB_460K.lung_FEV1FVCzSMOKE	True
smooth muscle cell of trachea	16.443710531657793	2.66678285778955	6.166122781098007	5.657468027683211e-10	5.222278179399886e-09	0.472	UKB_460K.lung_FEV1FVCzSMOKE	True
smooth muscle cell	26.07828794770235	5.499708328382702	4.741758360733138	7.634501087409554e-08	6.543858074922474e-07	0.9805825242718448	UKB_460K.lung_FEV1FVCzSMOKE	True
basal cell	33.38784001145473	7.111001724839767	4.695237225836429	9.073208960240836e-08	7.258567168192669e-07	0.9878447872837774	UKB_460K.lung_FEV1FVCzSMOKE	True
pericyte cell	12.799969660037029	2.8351366666994235	4.5147628367906325	5.705404360813191e-07	4.279053270609894e-06	0.9736842105263158	UKB_460K.lung_FEV1FVCzSMOKE	True
valve cell	32.186102050738945	7.401289221435402	4.348715620722195	1.598357815179497e-06	1.1282525754208217e-05	0.9936507936507936	UKB_460K.lung_FEV1FVCzSMOKE	True
club cell of bronchiole	16.88437053721978	4.3623495708512605	3.870476279580913	6.796454861355518e-06	4.5309699075703456e-05	0.5909090909090909	UKB_460K.lung_FEV1FVCzSMOKE	True
type I pneumocyte	15.895048992228636	3.91105391899552	4.064134456195628	2.3703357455096816e-05	0.0001497054155058	1.0	UKB_460K.lung_FEV1FVCzSMOKE	True
respiratory basal cell	16.140319802120523	4.325127288265704	3.731756021588093	3.317201285181659e-05	0.0001990320771108	1.0	UKB_460K.lung_FEV1FVCzSMOKE	True
brain pericyte	15.209111533107126	4.260068860638258	3.570156265227235	4.4743709352928144e-05	0.0002556783391595	0.8946280991735537	UKB_460K.lung_FEV1FVCzSMOKE	True
fenestrated cell	37.009844720644764	9.909102280572151	3.7349341719084377	6.350129330097732e-05	0.0003463706907326	0.9664179104477612	UKB_460K.lung_FEV1FVCzSMOKE	True
endothelial cell	23.939508067027823	6.66276454459766	3.593029275878973	8.300855121130353e-05	0.0004330880932763	0.5383522727272727	UKB_460K.lung_FEV1FVCzSMOKE	True
endothelial cell of coronary artery	34.41938414978772	10.450094825426778	3.293691083648329	0.0001478648764744	0.000739324382372	0.6521900519673348	UKB_460K.lung_FEV1FVCzSMOKE	True
basal cell of epidermis	17.90791620388419	5.305858048639683	3.375121618354533	0.0002509573425016	0.001115365966674	0.5643094447081158	UKB_460K.lung_FEV1FVCzSMOKE	True
bulge keratinocyte	26.24838464765122	8.16721255702892	3.213873088813045	0.000246656207361	0.001115365966674	0.7738095238095238	UKB_460K.lung_FEV1FVCzSMOKE	True
type II pneumocyte	12.8345489745484	4.092923537942344	3.135790066823672	0.0002456899519784	0.001115365966674	0.9461077844311376	UKB_460K.lung_FEV1FVCzSMOKE	True
aortic endothelial cell	27.278168380512604	9.001627693633246	3.0303595426198484	0.0007896979689827	0.003384419867069	0.4453961456102783	UKB_460K.lung_FEV1FVCzSMOKE	True
smooth muscle cell of the pulmonary artery	23.62794906360212	8.957813752934975	2.6376914853650044	0.0025373719959134	0.0104994703279176	0.918918918918919	UKB_460K.lung_FEV1FVCzSMOKE	True
dendritic cell	14.36239875046401	5.325857331034474	2.696729908022961	0.0026908191102645	0.0107632764410581	0.064516129032258	UKB_460K.lung_FEV1FVCzSMOKE	True
endothelial cell of lymphatic vessel	9.575278824824611	4.609923404783724	2.0771015012718714	0.0167237676398268	0.0647371650573941	0.4646464646464646	UKB_460K.lung_FEV1FVCzSMOKE	True
bronchial smooth muscle cell	20.057049608926206	9.827074984901358	2.040998938111546	0.0181712342927072	0.0660772156098444	0.5677846008502598	UKB_460K.lung_FEV1FVCzSMOKE	True
vein endothelial cell	23.67830946442834	11.537219537812204	2.052341067691813	0.017997430039885	0.0660772156098444	0.7960526315789473	UKB_460K.lung_FEV1FVCzSMOKE	True
keratinocyte stem cell	9.811885502538448	4.902702934218606	2.001321645261436	0.0224584071132773	0.0792649662821554	0.7428571428571429	UKB_460K.lung_FEV1FVCzSMOKE	True
neuroepithelial cell	15.280637854025082	6.84277370580836	2.2331058297389554	0.0323400019948282	0.1108800068394109	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
leukocyte	8.65233149040418	3.471356197589655	2.492493134646323	0.0467967646500827	0.1559892155002757	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
luminal epithelial cell of mammary gland	7.647866607862135	4.395146691288696	1.740070842918718	0.0515969894382534	0.1673415873673085	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
lymphocyte	8.329804420471191	5.143630612959037	1.6194406339142629	0.0552015774910881	0.1743207710244888	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
bladder urothelial cell	8.515910050659633	5.290930063042047	1.609529884007457	0.0678769069649209	0.208852021430526	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
immature B cell	17.992668495637297	11.80859158129245	1.5236930138342544	0.0841241778027935	0.2523725334083805	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
DN4 thymocyte	15.639425877023324	9.791648306487025	1.5972209568293128	0.1071173061795368	0.3135140668669369	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
non-classical monocyte	18.18035170983909	14.390885226324514	1.263324071029536	0.1109172933819857	0.3169065525199591	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
skeletal muscle satellite cell	12.392225182129398	9.1582551405072	1.3531207628534243	0.1167769903843113	0.3258892754911013	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
keratinocyte	6.015212276337248	4.206435586578579	1.4300022317065568	0.1224218454258435	0.326458254468916	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
CD4-positive, alpha-beta T cell	14.05463457823154	9.0267156860377	1.5570042379833564	0.1209186324467438	0.326458254468916	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
endothelial cell of hepatic sinusoid	8.76553045723391	7.136766625288268	1.2282215346897172	0.1266334819641079	0.330348213819412	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
epithelial cell of large intestine	11.280834967720075	7.176307258789215	1.5719554028158174	0.1419568728459602	0.35880669322371	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
intermediate monocyte	12.45546962822477	11.700348480936537	1.064538346743993	0.143522677289484	0.35880669322371	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
oligodendrocyte	5.87952777196586	5.432076929219125	1.082371963537537	0.1592773220366196	0.3822655728878871	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
endocardial cell	10.508196895513874	9.59674165199842	1.0949754902827518	0.1574725148960481	0.3822655728878871	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
epithelial cell	5.037426694274183	2.135925552954682	2.358428030090177	0.1626380159498079	0.3826776845877835	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
hematopoietic stem cell	7.463971222741797	6.109629673363691	1.2216732636484768	0.1724229704783365	0.3978991626423149	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
basal epithelial cell of tracheobronchial tree	5.388064576545812	3.201474671203666	1.6829945977739216	0.2005755089108029	0.4541332277225726	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
intestinal crypt stem cell	5.03758580332824	5.067402823730659	0.9941159166856074	0.2227478850217222	0.4949953000482716	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
pancreatic B cell	3.466625949781162	4.134275010132637	0.838508793267225	0.2362202033495366	0.4966913052453081	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
secretory cell	3.68501039471409	4.13960439647859	0.8901841919601771	0.2336724491329828	0.4966913052453081	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
atrial myocyte	5.813570157084923	3.8748556923037154	1.5003320429795377	0.2326721823199811	0.4966913052453081	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
T cell	8.44275593212011	6.097585292186173	1.3846064511699716	0.2400674642018989	0.4966913052453081	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
pancreatic ductal cell	2.899432779775229	3.986121766289599	0.7273818889065468	0.2723387461891347	0.5506045007348677	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
basophil	2.22103325396265	2.687663240870138	0.8263807831979666	0.2753022503674338	0.5506045007348677	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
epidermal cell	4.415083637399278	6.266777247453236	0.7045221910821117	0.3070553141468516	0.6040432409446262	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
CD8-positive, alpha-beta T cell	8.691542720770551	10.18781565510711	0.8531311337983933	0.361311570236483	0.6993127165867413	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
B cell	11.58502686156887	13.134812046388223	0.8820093367650808	0.3722532519554782	0.7061533728083847	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
large intestine goblet cell	3.47962989421466	4.5215335230364495	0.7695685272455757	0.3766151321644718	0.7061533728083847	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
myeloid dendritic cell	3.9541696295565534	7.251637977446249	0.5452795136567286	0.4126617080341185	0.7502940146074881	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
precursor B cell	4.846780353152747	10.424522598913931	0.464940270133589	0.4117666351302177	0.7502940146074881	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
mature NK T cell	5.148046689983108	8.535527371686388	0.6031316479705686	0.4397474847608287	0.7801807829341632	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
myeloid cell	6.401317793932307	7.591331959843077	0.8432403994179476	0.4421024436626924	0.7801807829341632	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
regulatory T cell	4.503214478500823	10.774551044803337	0.417949152570284	0.4622052901387795	0.7923519259521934	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
lymphoid progenitor cell	0.8382833003997803	6.231809159790898	0.13451684397022	0.4599985405677161	0.7923519259521934	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
proerythroblast	6.986344611900774	7.45013758529626	0.937747059287759	0.4966166822629433	0.8320452092921545	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
epithelial cell of thymus	5.873194770135479	4.519069406009023	1.2996469499507732	0.5095360942980816	0.8320452092921545	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
ciliated columnar cell of tracheobronchial tree	-0.0134778143838047	1.0766681835200014	-0.0125180762189341	0.5037822487895185	0.8320452092921545	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
neuron	4.734894896036301	5.2647459167459685	0.8993586719875063	0.513094545730162	0.8320452092921545	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
Brush cell of epithelium proper of large intestine	3.7925386873029017	8.125147181772542	0.4667655369752379	0.5452898422106253	0.8724637475370004	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
naive B cell	6.559888552690312	11.1621736219982	0.5876891701238376	0.5545237694642846	0.8755638465225547	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
mature alpha-beta T cell	4.36298381935737	8.06843402638887	0.5407472881463318	0.5739431535440083	0.8944568626659868	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
classical monocyte	-0.7345871716105845	11.20510233661896	-0.0655582742167297	0.6056991419191166	0.9318448337217178	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
oligodendrocyte precursor cell	-1.881833648808569	2.083671251973133	-0.903133662292728	0.8525689424210114	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
plasmacytoid dendritic cell	-8.710485294679021	7.635619845315922	-1.1407699009560404	0.8967424469968567	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
pancreatic D cell	-3.45995649146801	2.653576073526855	-1.3038844169518753	0.9440083122163266	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
promonocyte	1.9370033704138807	9.609967201466995	0.2015619127314181	0.6761816809778793	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
pancreatic acinar cell	-0.5699441181806526	3.972963265137013	-0.1434556727926346	0.7545411724041406	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
professional antigen presenting cell	-2.908700958474689	3.850905344446471	-0.7553291234928511	0.9940172741007685	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
thymocyte	-2.717076812436107	7.719126810341735	-0.3519927679897538	0.8160181018035643	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
plasma cell	-13.447707296031696	6.5219005299859	-2.0619307568710754	0.986418875017304	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
pancreatic A cell	-2.933634950032552	3.599608461204725	-0.8149872358758476	0.8564265792665002	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
pancreatic PP cell	-1.6008883281942403	3.41523748332768	-0.468748757885614	0.7248847644210523	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
kidney interstitial fibroblast	-4.398216466287412	10.390554924304944	-0.4232898529797841	0.7123816632152654	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
neuronal stem cell	-1.1622618897829264	1.6670323706347143	-0.6972041516748718	0.9065399259184436	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
Bergmann glial cell	-5.438924882687291	3.0929200894810265	-1.7585080523693422	0.9711980837637828	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
Kupffer cell	-3.3093703341931477	5.003453574161828	-0.6614172161570478	0.8395981355729053	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
NK cell	-1.1608503569808644	7.154218473292258	-0.1622609599237831	0.8223332494953282	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
astrocyte	-5.862921822228541	3.6554016788279458	-1.603906311086558	0.9788073441546296	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
early pro-B cell	-4.373718015247468	6.347994642253825	-0.688992077298698	0.8440818986328521	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
enterocyte of epithelium of large intestine	-1.2989618174980606	5.034785390377256	-0.2579974550614817	0.8603578740444464	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
enteroendocrine cell	-0.7577553858599277	2.621726779786313	-0.2890291206933811	0.7155639630359674	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
ependymal cell	-1.4453285214854137	1.155184497764049	-1.2511668259771156	0.9519802020157888	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
epithelial cell of proximal tubule	-4.719725480526106	3.2957891966806514	-1.4320471361698648	0.9855961295078874	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
fibrocyte	0.5013388058306377	6.851568022928523	0.073171397284961	0.9000483842359814	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
granulocyte	-10.67244651612938	7.679322131147049	-1.3897641398375944	0.9847391732843308	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
granulocyte monocyte progenitor cell	-7.62447024088764	4.600486430082797	-1.65731827639592	0.9933346866741288	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
granulocytopoietic cell	-16.415863195639886	6.464949164732549	-2.539209942313444	0.99946406337984	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
