cell_type	beta	se	z	p	q	sig_pct	trait	discovery
neutrophil	-16.393064473422317	8.582553788905335	-1.910045060785244	0.9981360946840392	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
hepatocyte	-6.6448132469124	4.300706596480078	-1.545051516034798	0.9833365476450732	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
kidney collecting duct epithelial cell	-8.483963763629143	4.509306642004081	-1.881434206447889	0.9875513751598012	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
kidney collecting duct principal cell	-6.674439932143443	6.211016632459586	-1.0746131152285032	0.9704975316537372	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
kidney loop of Henle ascending limb epithelial cell	-3.461192874536988	5.752649754792432	-0.6016693214554787	0.8657918239555721	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
late pro-B cell	-5.322315041660271	5.425551760519442	-0.9809721253402462	0.9215976591206928	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
lung macrophage	-7.183628469672692	8.871414929834387	-0.8097500259529397	0.9021826900301242	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
lung neuroendocrine cell	-6.220040771587708	3.9943614382776143	-1.5572052924358832	0.9635028700301036	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
macrophage	1.6005030893847336	4.37227107765562	0.3660576073528615	0.9236263994244144	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
medium spiny neuron	-3.954017397852	1.0943853294523127	-3.613002926337468	0.9999355042817304	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
megakaryocyte-erythroid progenitor cell	-4.67666753229876	4.726293589622272	-0.9895000053673182	0.9804599697304268	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
microglial cell	-1.1372894270451783	3.732265947186357	-0.3047182176025122	0.943210734507567	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
monocyte	-1.016101728258155	5.670558777163729	-0.1791889949805588	0.8564943240727632	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
mucus secreting cell	-1.8354185851304676	2.4688997894008717	-0.7434155865742405	0.8909370066023647	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
myeloid leukocyte	-0.7815604404477414	6.50252767169139	-0.1201933278731357	0.838949324606723	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
interneuron	-3.337762204452477	6.239237477159048	-0.534963161231087	0.8438891261094439	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
ventricular myocyte	-1.239175786224687	3.6239321329148746	-0.3419423269463846	0.7761837992916225	0.9999355042817304	0.0	UKB_460K.lung_FEV1FVCzSMOKE	False
medium spiny neuron	7.277109775420939	0.7815666894975741	9.310926211682576	4.625771252212219e-22	5.550925502654664e-20	1.0	PASS_SleepDuration_Dashti2019	True
neuron	10.79333376269858	1.4793075720132032	7.296206662425066	3.377207560941712e-17	2.0263245365650268e-15	0.9008264462809916	PASS_SleepDuration_Dashti2019	True
pancreatic B cell	15.040248423938516	2.641300644235391	5.69425841649783	1.4759757194817102e-10	5.903902877926839e-09	0.9992548435171386	PASS_SleepDuration_Dashti2019	True
pancreatic A cell	14.37689559596245	2.587961910562889	5.555296442842713	9.762644666250226e-10	2.9287933998750685e-08	1.0	PASS_SleepDuration_Dashti2019	True
neuronal stem cell	6.426856698629475	1.155765284954605	5.560693665307574	1.5910249118317e-09	3.81845978839608e-08	0.979381443298969	PASS_SleepDuration_Dashti2019	True
pancreatic PP cell	12.644840199170432	2.400240136128054	5.2681563018808815	1.9522823647443396e-08	3.904564729488679e-07	1.0	PASS_SleepDuration_Dashti2019	True
oligodendrocyte precursor cell	7.733716490715305	1.608031623238572	4.809430597602066	1.987390432480866e-07	3.406955027110056e-06	0.9967948717948718	PASS_SleepDuration_Dashti2019	True
lung neuroendocrine cell	10.547803346577952	2.529358044963649	4.170150353992111	7.022605946488195e-06	0.0001053390891973	1.0	PASS_SleepDuration_Dashti2019	True
pancreatic D cell	8.062066993247129	2.0356750051370778	3.960390029303448	1.0659390906084182e-05	0.0001353230603227	1.0	PASS_SleepDuration_Dashti2019	True
interneuron	17.53699979008531	4.467569635141534	3.925400435203229	1.1276921693563707e-05	0.0001353230603227	0.9375	PASS_SleepDuration_Dashti2019	True
smooth muscle cell	11.347386660081632	4.096030859251526	2.7703371995969674	0.0015682966408409	0.0171086906273559	0.7572815533980582	PASS_SleepDuration_Dashti2019	True
astrocyte	8.497152579148514	3.150519651743596	2.69706382388249	0.0018468376920184	0.018468376920184	0.9797297297297296	PASS_SleepDuration_Dashti2019	True
oligodendrocyte	8.252271190436923	3.9098230245366192	2.110650824512692	0.0137572226333029	0.1213931247428819	0.0	PASS_SleepDuration_Dashti2019	False
pancreatic stellate cell	9.956279844284078	4.915218810365392	2.025602567944262	0.0141625312200028	0.1213931247428819	0.0	PASS_SleepDuration_Dashti2019	False
brain pericyte	6.205768317780585	2.981499492643234	2.0814252469581644	0.0194449961258336	0.1555599690066688	0.0	PASS_SleepDuration_Dashti2019	False
valve cell	9.848977454541984	5.307034034541203	1.8558346131641936	0.0332396990679548	0.2346331698914462	0.0	PASS_SleepDuration_Dashti2019	False
Bergmann glial cell	3.807045508814283	2.1601761039754237	1.7623773829402551	0.0326426053778038	0.2346331698914462	0.0	PASS_SleepDuration_Dashti2019	False
pericyte cell	3.920762833905513	2.067446032329742	1.8964281401277132	0.0353722183863789	0.2358147892425266	0.0	PASS_SleepDuration_Dashti2019	False
basal cell	8.524147222488363	5.195875520254967	1.6405603231368548	0.0541332979050848	0.3418945130847461	0.0	PASS_SleepDuration_Dashti2019	False
DN4 thymocyte	10.696098385448988	6.447267430984235	1.659012674741201	0.1020009837371722	0.6120059024230335	0.0	PASS_SleepDuration_Dashti2019	False
smooth muscle cell of the pulmonary artery	8.823290308291353	6.781720451594788	1.301040107929614	0.1136781842140811	0.6495896240804635	0.0	PASS_SleepDuration_Dashti2019	False
lymphoid progenitor cell	4.8339457511901855	4.60612802745152	1.0494597028959944	0.1515897131614674	0.7635379293667005	0.0	PASS_SleepDuration_Dashti2019	False
kidney interstitial fibroblast	8.942376527287799	8.155772887365238	1.096447467430236	0.1482313391025247	0.7635379293667005	0.0	PASS_SleepDuration_Dashti2019	False
fibroblast of cardiac tissue	8.003698716066637	5.897297827459775	1.357180686856065	0.1527075858733401	0.7635379293667005	0.0	PASS_SleepDuration_Dashti2019	False
professional antigen presenting cell	7.9568957813256	4.05113483596632	1.9641152673279605	0.1603128836034595	0.7695018412966059	0.0	PASS_SleepDuration_Dashti2019	False
pulmonary interstitial fibroblast	4.996931976793348	4.566973056312376	1.0941452719732363	0.1808861927389661	0.8165222019936492	0.0	PASS_SleepDuration_Dashti2019	False
smooth muscle cell of trachea	2.4430700437397657	1.30315205463654	1.8747390490982716	0.183717495448571	0.8165222019936492	0.0	PASS_SleepDuration_Dashti2019	False
ventricular myocyte	1.3103596173152423	1.2136701220907276	1.0796670309869314	0.1917303259939776	0.821701397117047	0.0	PASS_SleepDuration_Dashti2019	False
thymocyte	5.821398702263763	5.687640801812596	1.023517290404229	0.2226534642703975	0.8906138570815902	0.0	PASS_SleepDuration_Dashti2019	False
bronchial smooth muscle cell	7.252533236895319	7.1385852159115455	1.015962269488608	0.2183204932627806	0.8906138570815902	0.0	PASS_SleepDuration_Dashti2019	False
endocardial cell	1.7149474885291691	5.874481636330678	0.2919317132465087	0.4599070045410248	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
basal cell of epidermis	0.8291779949506246	3.8015500531616304	0.2181157641896687	0.7212681877681828	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
basal epithelial cell of tracheobronchial tree	-2.158641644198559	2.1085062244776838	-1.0237776958582587	0.9949734686173924	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
basophil	-1.081534993132227	1.8757516328483448	-0.576587525870846	0.8659749644479113	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
bladder cell	-0.4209110816520698	3.118753725031776	-0.1349613078691493	0.7266609025263198	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
bladder urothelial cell	0.558786170013986	3.4306546557653346	0.1628803322056699	0.5625527568960194	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
non-classical monocyte	0.297283458849105	10.183112505070968	0.0291937714231345	0.5824031700396798	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
neutrophil	-4.78118597302363	6.375544317549257	-0.7499259255187024	0.930193255179266	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
bulge keratinocyte	-1.4012519988984329	5.332264090583452	-0.2627874342107292	0.7821215107751343	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
neuroepithelial cell	-2.19187694997754	3.942310674073672	-0.5559878789848461	0.9384161630222516	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
naive B cell	-0.7473404183581018	8.240642359401834	-0.0906895828946457	0.8535330841473323	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
myeloid leukocyte	-1.1347253400679431	4.167908645006092	-0.2722529298782854	0.894874217481155	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
myeloid dendritic cell	-0.6692082332763544	4.714591097179586	-0.141944066724407	0.7525636657747559	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
myeloid cell	-3.086507922181644	4.448235020389727	-0.6938724928052976	0.977988351206187	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
mucus secreting cell	0.3219800825517006	2.171145130100325	0.1482996590544928	0.5933320484502641	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
monocyte	0.3390860023896375	4.53921568071661	0.0747014520217963	0.7891709764198962	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
microglial cell	2.457099950798436	3.698771096150139	0.6643017064115985	0.5716308050785175	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
mesenchymal stem cell of adipose	0.2804423879178627	3.783417852616916	0.0741240853753138	0.7804790842103426	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
atrial myocyte	0.279363363879988	2.118779455300634	0.1318510820845906	0.8628092479520963	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
pancreatic acinar cell	-2.421666825990465	2.684311367172348	-0.9021557095075178	0.9497029126111244	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
pancreatic ductal cell	0.700433064021367	3.0875852641659205	0.2268546466232024	0.487676582632067	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
aortic endothelial cell	-2.1337639870762146	5.272543814316528	-0.4046934576972901	0.9404031695410576	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
Brush cell of epithelium proper of large intestine	0.786381989629947	1.8301986133136687	0.4296703013047103	0.5572317961606712	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
type II pneumocyte	-2.1958092074432622	2.234050518709992	-0.9828825217037568	0.9493382939730648	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
type I pneumocyte	-2.4197536278946257	3.029711380325576	-0.7986746340288678	0.9034954488573133	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
stromal cell	3.63166433686501	4.361374798077582	0.8326879722572305	0.3562843794382389	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
CD4-positive, alpha-beta T cell	2.8616049091671787	6.226777167423675	0.4595643672842665	0.634698615493692	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
CD8-positive, alpha-beta T cell	-1.918255242430916	6.639379440960011	-0.2889208636874577	0.8717682123455951	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
Kupffer cell	-3.185251065092806	4.27947441844118	-0.744308939286299	0.8737264136546248	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
skeletal muscle satellite cell	-2.27955608701589	5.714210963385768	-0.3989275337614091	0.8585269013932633	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
secretory cell	-4.95281474740151	2.976833348441408	-1.6637863688253405	0.9860509011875264	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
respiratory basal cell	-3.373456802999648	2.7375456326783807	-1.232292445733261	0.960785178104806	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
regulatory T cell	-2.8247612560405786	7.423838614489536	-0.3804987423254767	0.8128524534307124	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
NK cell	-2.140723619517648	4.945883375254388	-0.4328293768972142	0.9124301522352648	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
promonocyte	-1.022204851046474	5.366045398137909	-0.1904950061363985	0.8439997800355272	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
T cell	0.189547655783164	3.727177245634844	0.0508555518804898	0.8879176036457895	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
proerythroblast	-0.7144749475204895	2.627949464341242	-0.2718754516459431	0.9418277063691288	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
precursor B cell	-3.7371975020166	7.55950129330524	-0.4943709058329409	0.8280482440406998	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
plasmacytoid dendritic cell	-2.201950536461154	5.563579726847777	-0.395779452181723	0.6937101807301235	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
plasma cell	-7.271255241342176	4.0998376413621385	-1.7735471200089667	0.9727037540980672	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
adventitial cell	1.41924536038206	4.83496094451717	0.2935381229896964	0.6258032098140405	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
mesenchymal stem cell	-2.424278725376471	4.365571722290234	-0.5553175802835427	0.9469046801470552	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
mesangial cell	1.1888853770242591	2.7299004814566645	0.4355050248534607	0.8050856834375061	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
megakaryocyte-erythroid progenitor cell	0.3769179984123808	2.12758867115332	0.1771573629446248	0.7670970960271242	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
chondrocyte	0.1952660863904	3.070618022161748	0.0635917867286307	0.6290232462156671	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
granulocyte monocyte progenitor cell	-2.575173382410728	3.2842625377188663	-0.7840948623429335	0.9380387070622792	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
granulocyte	-2.4625952218440377	7.000718360622004	-0.3517632184285213	0.8154220873400098	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
fibrocyte	0.1266188530344587	0.646797217706611	0.1957628288560346	0.8685897109240435	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
fibroblast of lung	4.556401055742514	5.680477138140835	0.8021159041639554	0.2637890802266542	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
dendritic cell	-2.1169666134276177	4.116276879756911	-0.5142915977879108	0.8198363219369094	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
fibroblast	1.4493626051770616	3.782301373000628	0.3831959598785839	0.6906782523469519	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
fenestrated cell	1.9995008342929383	6.391031184897755	0.3128604408968984	0.5278821769220432	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
epithelial cell of thymus	2.67842724501899	3.301028479605563	0.8113917409579675	0.7455335479294622	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
epithelial cell of proximal tubule	-0.8207930778450474	2.378511762423324	-0.3450868273229771	0.8332939928732208	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
epithelial cell of large intestine	-0.8772822170029655	3.441354689825139	-0.2549235100923415	0.9212065130593254	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
epithelial cell	-2.3060090926349943	1.409199234962958	-1.636396781535018	0.9999948159689368	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
epidermal cell	-6.049968859679337	4.309647743044586	-1.4038198062575962	0.974942575237527	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
ependymal cell	-0.5198823040356175	0.9562231323723642	-0.5436830447155188	0.8074899167545428	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
enteroendocrine cell	1.8842143431189176	2.598855630130777	0.7250169348668676	0.2888024204865009	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
enterocyte of epithelium of large intestine	-4.53365939074755	3.7709178538501473	-1.202269465010657	0.9896293216894972	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
endothelial cell of lymphatic vessel	-2.0045919703045803	3.2591870103745366	-0.6150588977937226	0.7875105183387147	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
endothelial cell of hepatic sinusoid	-1.9107751689739283	4.661047510201634	-0.4099454392584103	0.7715275674212685	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
endothelial cell of coronary artery	-1.850238395779868	6.510458005405506	-0.2841948130597956	0.8575208805554977	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
endothelial cell	-1.7393325008975389	3.9878479904187536	-0.4361581748041745	0.9594087120088854	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
granulocytopoietic cell	-0.9232284826670588	4.65322145256556	-0.1984063067013574	0.7162537520018533	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
hematopoietic stem cell	3.542802426147724	4.103858694546288	0.8632856757119429	0.3169147281785219	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
hepatocyte	-4.398944617290086	2.120434097304797	-2.0745490854355797	0.99694384744424	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
immature B cell	1.4813556737534177	8.295841783309713	0.1785660469964285	0.58729409446921	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
mature alpha-beta T cell	-0.487890554467032	5.440510782761391	-0.0896773435341668	0.8611598687186983	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
mature NK T cell	-0.8947658194252569	5.782279286576158	-0.1547427536927348	0.8062237943290906	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
macrophage	-1.7114132880912662	3.1139214086044924	-0.5496006685853507	0.9976178531430596	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
ciliated columnar cell of tracheobronchial tree	-0.537621259689331	0.7538084450965564	-0.7132067346638261	0.765664379105093	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
lymphocyte	-0.9546836614608764	3.5831245243240604	-0.2664388733855051	0.6074450651779975	0.9999948159689368	0.0	PASS_SleepDuration_Dashti2019	False
